no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
369,GD&T,Scenario,Advanced,Position Ø0.20(RFS): feature size thay đổi thì tolerance hình học thế nào?,Tăng tự động,Giảm tự động,Không đổi,Về 0,C,RFS không tạo bonus tolerance theo size.,feature = đặc tính hình học
370,GD&T,Scenario,Intermediate,Flatness 0.10: toàn bộ surface nằm giữa hai mặt phẳng song song cách 0.10. Kết luận?,Đạt yêu cầu flatness,Chắc chắn fail,Cần datum A,Chỉ đạt nếu Ra <0.10,A,Đây là vùng dung sai flatness.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
371,MBD,Scenario,Advanced,Customer cung cấp 3D PDF + STEP. STEP và 3D PDF nên được quản lý thế nào?,Theo authority/master và revision; derivative tách riêng,Gộp thành một file,Xóa STEP,Sửa trực tiếp master,A,"Cần duy trì nguồn gốc, revision và phân biệt master/derivative.",MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
372,MBD,Scenario,Advanced,Customer MBD thiếu section cần cho inspection. Nên làm gì?,Xác nhận yêu cầu hoặc tạo derivative view có kiểm soát,PMI và datum,Tự đoán,Bỏ qua,A,Không tự suy diễn authority customer.,MBD = định nghĩa dựa trên model
373,MBD,Scenario,Advanced,Derivative model đổi inch sang mm. Điều nào quan trọng nhất?,Conversion + verification + traceability,Chỉ đổi tên file,PMI và datum,Không cần review,A,Chuyển đổi phải được kiểm soát và xác minh.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
374,Inspection,Scenario,Intermediate,CMM đo position nhưng datum A-B-C chưa được thiết lập đúng. Kết quả có đáng tin không?,"Không, phải thiết lập datum reference đúng","Có, luôn đúng",Chỉ phụ thuộc CMM,Chỉ phụ thuộc operator,A,Datum reference frame là cơ sở của phép đánh giá GD&T.,GD&T = dung sai hình học; datum = chuẩn
375,CNC,Scenario,Intermediate,Drawing yêu cầu Ø10 H7 nhưng process tạo lỗ bằng reamer. Việc cần kiểm soát là gì?,Tool/process capability và kết quả kích thước,Tốc độ cắt và lượng chạy dao,Chỉ tên máy,Không cần đo,A,Process phải có khả năng đáp ứng size tolerance và cần kiểm tra.,tolerance = dung sai kích thước
376,Drawing,Scenario,Intermediate,Drawing revision tăng từ Rev.02 lên Rev.03. Cần làm gì với bản Rev.02?,"Kiểm soát status/OLD theo quy trình, không ghi đè",Xóa ngay,Dùng song song không kiểm soát,Đổi tên thành Rev.03,A,Revision cũ cần được kiểm soát để tránh dùng nhầm.,drawing = bản vẽ; revision = phiên bản
377,Surface,Scenario,Intermediate,Hai lot anodizing có màu khác nhau. Điều tra nên xem gì?,"Material, surface condition và process parameters",Độ nhám bề mặt,Chỉ CMM,Lớp phủ bề mặt,A,"Màu anodizing chịu ảnh hưởng bởi vật liệu, bề mặt và điều kiện xử lý.",anodizing = anod hóa
378,GD&T,Scenario,Advanced,"Datum A là mặt gá chính, B định hướng bên, C khóa vị trí cuối. Điều này thể hiện gì?",Datum được chọn theo chức năng định vị,Chọn ngẫu nhiên,Chỉ phục vụ vẽ đẹp,Chỉ phục vụ kiểm tra màu,A,Datum system nên phản ánh functional locating scheme.,datum = chuẩn
379,GD&T,Scenario,Advanced,Một surface có parallelism 0.05 | A. Datum nào là tham chiếu?,A,B,C,Không có,A,FCF tham chiếu datum A.,datum = chuẩn
380,GD&T,Scenario,Advanced,Một surface có flatness 0.05. Datum A có bắt buộc không?,Không,Có,Chỉ khi CMM,Chỉ khi nhôm,A,Flatness là form control và không cần datum.,datum = chuẩn
381,MBD,Scenario,Advanced,Nếu master customer bị sửa trực tiếp để thuận tiện gia công thì rủi ro chính là gì?,Mất authority và traceability,Tăng tốc CNC,Giảm dung lượng,Tăng độ chính xác,A,Master data không nên bị thay đổi trái phép.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
382,GD&T,Scenario,Intermediate,"Khi một FCF tham chiếu datum A, A đóng vai trò gì?",Chuẩn tham chiếu,Kích thước danh nghĩa,Vật liệu,Tên revision,A,Datum A là chuẩn tham chiếu cho phép đánh giá hình học.,datum = chuẩn
383,GD&T,Scenario,Intermediate,Một control thuộc nhóm form có cần datum reference không?,Thông thường không,Kiểm soát vị trí tương đối của feature,Kiểm soát hướng của feature so với datum,Kiểm soát hình dạng của feature,A,"Form controls như flatness, circularity và cylindricity không cần datum reference.",datum = chuẩn
384,GD&T,Scenario,Intermediate,Position khác size tolerance ở điểm nào?,Position kiểm soát quan hệ hình học/vị trí,Position chỉ kiểm soát đường kính,Size tolerance chỉ kiểm soát datum,Hai loại giống nhau,A,Size tolerance kiểm soát kích thước; position kiểm soát location/orientation theo yêu cầu.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
385,GD&T,Scenario,Intermediate,"Nếu drawing ghi surface profile nhưng không có datum, điều cần xem là gì?",Yêu cầu profile và tiêu chuẩn áp dụng,Tự chọn datum,Bỏ qua profile,Đổi sang flatness,A,"Cần đọc đúng yêu cầu profile và tiêu chuẩn áp dụng, không tự thêm datum.",datum = chuẩn
386,GD&T,Scenario,Advanced,MMC modifier trên datum feature có thể liên quan đến hiện tượng nào?,Datum shift,Đổi vật liệu,Đổi revision,Đổi màu,A,"Trong điều kiện áp dụng, M trên datum feature có thể cho phép datum shift.",datum = chuẩn; feature = đặc tính hình học; MMC = điều kiện vật liệu lớn nhất
387,Tolerance,Scenario,Intermediate,Kích thước 50.00 ±0.10 có total tolerance là?,0.20,0.10,50.10,49.90,A,0.10 + 0.10 = 0.20.,tolerance = dung sai kích thước
388,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Minimum clearance?,0.02,0.05,0.07,0.00,A,20.00 − 19.98 = 0.02.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
389,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Maximum clearance?,0.07,0.05,0.02,0.10,D,20.05 − 19.95 = 0.10.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
390,MBD,Scenario,Advanced,"Khi derivative được tạo từ master, có nên ghi lại nguồn master không?",Có,Không,Chỉ khi khách hỏi,Chỉ với CNC,A,Traceability yêu cầu liên kết derivative với nguồn master.,traceability = khả năng truy xuất
391,MBD,Scenario,Intermediate,PMI viết tắt của cụm từ nào?,Product Manufacturing Information,Part Measurement Index,Process Model Input,Production Material Index,A,PMI = Product Manufacturing Information.,PMI = thông tin sản xuất sản phẩm
392,CNC,Scenario,Intermediate,Tool life nghĩa là gì?,Tuổi thọ dao,Tốc độ dao,Chiều dài phôi,Độ nhám,A,Tool life là thời gian/khả năng sử dụng hữu ích của dao trước khi thay hoặc phục hồi.,tool life = tuổi thọ dao
393,Inspection,Scenario,Intermediate,Calibration là gì?,Hiệu chuẩn thiết bị đo theo chuẩn tham chiếu,Đo kích thước bằng mắt,Tạo bản vẽ,Đổi revision,A,Calibration xác lập/kiểm tra quan hệ giữa thiết bị đo và chuẩn.,calibration = hiệu chuẩn
394,Drawing,Scenario,Intermediate,Revision control giúp ngăn ngừa điều gì?,Sử dụng nhầm phiên bản tài liệu,Sai màu chi tiết,Tăng tốc CNC,Đổi vật liệu,A,Revision control ngăn dùng nhầm dữ liệu cũ hoặc chưa được phê duyệt.,revision = phiên bản
395,Surface,Scenario,Intermediate,Burr là gì?,Ba via sau gia công,Vết nứt vật liệu,Độ nhám,Lớp oxide,A,Burr là phần vật liệu thừa nhỏ phát sinh sau cắt/gia công.,surface treatment = xử lý bề mặt; roughness = độ nhám; coating = lớp phủ
396,Process,Scenario,Intermediate,Process parameter là gì?,Thông số của quá trình,Tên nhân viên,Tên file,Mã vật liệu duy nhất,A,Process parameters là các thông số điều khiển điều kiện quá trình.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
397,GD&T,Fundamentals,Intermediate,"Trong GD&T, feature nghĩa gần nhất là gì?",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,GD&T = dung sai hình học; feature = đặc tính hình học
398,GD&T,Fundamentals,Intermediate,Tolerance zone là gì?,Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,tolerance = dung sai kích thước
399,GD&T,Form,Intermediate,Flatness 0.08 tạo vùng dung sai như thế nào?,Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
400,GD&T,Form,Intermediate,Circularity kiểm soát điều gì?,Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
401,GD&T,Form,Advanced,Cylindricity khác circularity ở điểm nào?,Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
402,GD&T,Form,Intermediate,Straightness của line element kiểm soát gì?,Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
403,GD&T,Orientation,Intermediate,Perpendicularity của surface kiểm soát gì?,Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,datum = chuẩn
404,GD&T,Orientation,Intermediate,Parallelism của surface với datum A yêu cầu gì?,Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,datum = chuẩn
405,GD&T,Orientation,Intermediate,Angularity dùng để kiểm soát gì?,Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
406,GD&T,Location,Intermediate,Position của lỗ chủ yếu kiểm soát gì?,Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,feature = đặc tính hình học
407,GD&T,Location,Advanced,Position Ø0.20(M) của hole: hole lớn hơn MMC thì điều gì có thể xảy ra?,Có bonus tolerance,Dung sai giảm,Datum mất,Kích thước danh nghĩa đổi,A,Hole rời MMC có thể nhận bonus tolerance.,MMC = điều kiện vật liệu lớn nhất
408,GD&T,Location,Advanced,RFS nghĩa là gì?,Regardless of Feature Size,Reference Feature Standard,Radial Form System,Required Feature Size,A,RFS không tạo bonus tolerance do thay đổi kích thước feature.,feature = đặc tính hình học
409,GD&T,Limits,Advanced,MMC của shaft Ø9.90–10.00 là?,10.00,9.90,9.95,0,A,Shaft lớn nhất chứa nhiều vật liệu nhất.,MMC = điều kiện vật liệu lớn nhất
410,GD&T,Limits,Advanced,LMC của hole Ø10.00–10.10 là?,10.10,10.00,10.05,0,A,Hole lớn nhất chứa ít vật liệu nhất.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
411,GD&T,Datums,Intermediate,Datum feature là gì?,Feature thực tế được chọn làm cơ sở thiết lập datum,Kích thước bất kỳ,Vật liệu,Tên máy đo,A,Datum feature là feature thực tế dùng để thiết lập datum.,datum = chuẩn; feature = đặc tính hình học
412,GD&T,Datums,Advanced,Vì sao datum A-B-C quan trọng?,Thiết lập hệ tham chiếu và bậc tự do nhất quán,Đổi vật liệu,Đổi màu,Tăng tốc CNC,A,Datum reference frame xác lập cơ sở đánh giá hình học.,datum = chuẩn
413,GD&T,Profile,Intermediate,Profile of a surface kiểm soát gì?,Biên dạng của toàn bộ bề mặt,Chỉ độ phẳng,Chỉ đường kính,Chỉ vị trí tâm,A,Profile kiểm soát biên dạng theo vùng dung sai.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
414,GD&T,Runout,Intermediate,Circular runout kiểm tra gì?,Biến thiên chỉ thị tại từng tiết diện khi quay,Độ phẳng toàn mặt,Độ cứng,Màu,A,Circular runout đánh giá biến thiên tại circular element khi quay.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
415,GD&T,Runout,Advanced,Total runout khác circular runout thế nào?,Kiểm soát toàn bộ bề mặt trong suốt phép quay,Chỉ một tiết diện,Chỉ kích thước,Kiểm soát vị trí tương đối của feature,A,Total runout kiểm soát toàn bộ surface khi quay.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
416,GD&T,Drawing,Intermediate,Feature Control Frame dùng để làm gì?,Thể hiện yêu cầu GD&T,Thể hiện vật liệu,Đặt tên file,Tạo toolpath,A,"FCF chứa symbol, tolerance, modifier và datum reference.",datum = chuẩn; feature = đặc tính hình học
417,GD&T,Drawing,Advanced,Basic dimension thường được thể hiện bằng gì?,Khung chữ nhật,Hình tròn,Tam giác,Gạch chéo,A,Basic dimension thường được đặt trong rectangular frame.,drawing = bản vẽ; revision = phiên bản; section view = hình cắt
418,GD&T,Inspection,Advanced,Functional gage dùng để làm gì?,Mô phỏng điều kiện lắp/hoạt động để đánh giá pass/fail,Kiểm soát vị trí tương đối của feature,Đo độ cứng,Kiểm soát hướng của feature so với datum,A,Functional gage đánh giá chức năng theo điều kiện thiết kế.,gage = dụng cụ kiểm tra
419,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có upper limit là?,20.05,19.95,20.00,0.05,A,Upper limit = 20.00 + 0.05.,limit = giới hạn kích thước
420,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có lower limit là?,19.95,20.05,20.00,0.10,A,Lower limit = 20.00 − 0.05.,limit = giới hạn kích thước
421,Tolerance,Fundamentals,Intermediate,20.00 +0.03/-0.01 có total tolerance là?,0.04,0.02,0.03,0.01,A,0.03 − (−0.01) = 0.04.,tolerance = dung sai kích thước
422,Tolerance,Fits,Intermediate,Clearance fit là gì?,Luôn có khe hở,Kích thước danh nghĩa,Có thể cả hai,Không có tolerance,A,Clearance fit tạo clearance dương theo giới hạn thiết kế.,fit = kiểu lắp
423,Tolerance,Fits,Intermediate,Interference fit là gì?,Luôn có độ dôi,Kích thước danh nghĩa,Không có tolerance,Chỉ cho ren,A,Interference fit tạo độ dôi giữa mating features.,fit = kiểu lắp
424,Tolerance,Fits,Intermediate,Transition fit có thể cho kết quả nào?,Clearance hoặc interference tùy kích thước thực,Chỉ clearance,Chỉ interference,Không có giới hạn,A,Transition fit nằm giữa hai loại fit trên.,fit = kiểu lắp
425,Tolerance,Fits,Intermediate,Minimum clearance được tính thế nào?,Hole min − shaft max,Hole max − shaft min,Shaft max − hole min,Nominal − nominal,A,Đây là trường hợp xấu nhất để khe hở nhỏ nhất.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
426,Tolerance,Fits,Intermediate,Maximum clearance được tính thế nào?,Hole max − shaft min,Hole min − shaft max,Shaft max − hole max,Nominal − nominal,A,Hole lớn nhất kết hợp shaft nhỏ nhất cho clearance lớn nhất.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
427,Tolerance,Limits,Intermediate,MMC của hole thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Hole nhỏ nhất chứa nhiều vật liệu nhất.,MMC = điều kiện vật liệu lớn nhất
428,Tolerance,Limits,Intermediate,LMC của shaft thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Shaft nhỏ nhất chứa ít vật liệu nhất.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
429,MBD,Fundamentals,Intermediate,MBD là viết tắt của gì?,Model-Based Definition,Mechanical Basic Drawing,Material Based Data,Model Backup Document,A,MBD là phương pháp dùng model 3D làm nguồn định nghĩa sản phẩm cùng PMI.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm
430,MBD,PMI,Intermediate,PMI là gì?,Product Manufacturing Information,Part Model Index,Production Material Input,Process Measurement Item,A,"PMI chứa dimensions, tolerances, GD&T, notes và thông tin sản xuất phù hợp.",GD&T = dung sai hình học
431,MBD,STEP,Intermediate,STEP trong CAD chủ yếu dùng để làm gì?,Trao đổi dữ liệu CAD,Chụp màn hình,Đo CMM,Lập bảng Excel,A,STEP là chuẩn trao đổi dữ liệu CAD.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
432,MBD,Master Data,Advanced,Customer master data nên được quản lý thế nào?,"Bảo vệ, kiểm soát truy cập và truy xuất revision",Tự do sửa,Ghi đè,Xóa sau khi tạo derivative,A,Master data là nguồn gốc cần được bảo vệ.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
433,MBD,Derivative,Advanced,Derivative data là gì?,Dữ liệu nội bộ tạo/chuyển đổi từ master data,Dữ liệu không liên quan,Bản nháp không kiểm soát,File đã xóa,A,Derivative data là dữ liệu phái sinh được tạo có kiểm soát.,derivative data = dữ liệu phái sinh
434,MBD,Traceability,Advanced,Traceability tốt nên truy ngược theo chuỗi nào?,Derivative → Master → Customer PN → Customer Revision,Derivative → tên người tạo,File → màu,CNC → dao,A,Chuỗi này giúp chứng minh nguồn gốc và revision.,revision = phiên bản
435,MBD,Revision,Advanced,"Khi customer revision thay đổi, nên làm gì trước?","Xác nhận, cập nhật và đánh giá tác động theo quy trình",PMI và datum,Xóa bản cũ,Bỏ qua,A,Revision change phải được kiểm soát và đánh giá impact.,revision = phiên bản
436,MBD,Conversion,Advanced,Đổi inch sang mm trong derivative cần kiểm soát gì?,"Conversion, rounding, verification và traceability",Chỉ đổi title,Không cần review,PMI và datum,A,Chuyển đổi đơn vị có thể gây sai số và cần kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
437,MBD,Authority,Advanced,Authority data set nghĩa gần nhất là gì?,Bộ dữ liệu được chỉ định là nguồn có thẩm quyền,File tạm,Ảnh minh họa,Bản nháp,A,Authority data là nguồn chính thức được chỉ định cho yêu cầu.,authority data = dữ liệu có thẩm quyền
438,MBD,3D PDF,Intermediate,3D PDF trong workflow có thể dùng để làm gì?,Xem model và PMI trong tài liệu,Tự động tạo CNC,Tự động đo CMM,Thay QMS,A,3D PDF phù hợp để viewing/documentation theo workflow.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
439,CNC,Fundamentals,Intermediate,CNC là viết tắt của gì?,Computer Numerical Control,Computer Network Control,Central Number Calculation,Control New Cutting,A,CNC là điều khiển số bằng máy tính.,CNC = điều khiển số máy tính
440,CNC,Cutting,Intermediate,Feed rate là gì?,Tốc độ tiến dao,Tốc độ trục chính,Độ nhám,Độ cứng,A,Feed rate là tốc độ tiến dao.,feed rate = tốc độ chạy dao
441,CNC,Cutting,Intermediate,Spindle speed là gì?,Tốc độ quay trục chính,Tốc độ tiến dao,Độ phẳng,Dung sai,A,Spindle speed thường tính bằng rpm.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
442,CNC,Tooling,Intermediate,Tool offset dùng để làm gì?,Bù sai lệch hình học/chiều dài/bán kính dao,Đổi vật liệu,Đổi revision,Đo độ nhám,A,Tool offset bù vị trí hoặc geometry của tool.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
443,Inspection,Measurement,Intermediate,CMM là viết tắt của gì?,Coordinate Measuring Machine,Computer Milling Machine,Central Measurement Model,Control Material Method,A,CMM là máy đo tọa độ.,CMM = máy đo tọa độ
444,Inspection,Measurement,Intermediate,Gauge R&R đánh giá gì?,Repeatability và reproducibility của hệ thống đo,Độ cứng,Độ nhám,Tool life,A,Gauge R&R đánh giá variation của hệ thống đo.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
445,Drawing,Control,Intermediate,Revision history dùng để làm gì?,Theo dõi thay đổi của tài liệu,Đo đường kính,Tạo toolpath,Đổi vật liệu,A,Revision history giúp truy xuất thay đổi theo phiên bản.,revision = phiên bản
446,Drawing,Views,Intermediate,Section view dùng để làm gì?,Hiển thị cấu trúc bên trong bằng mặt cắt,Revision và trạng thái phát hành,Tạo CNC,Kích thước và dung sai,A,Section view giúp nhìn các đặc điểm bên trong bị che khuất.,section view = hình cắt
447,Drawing,Views,Intermediate,Detail view dùng để làm gì?,Phóng to vùng nhỏ để thể hiện chi tiết,Đổi revision,Đo vật liệu,Xóa datum,A,Detail view làm rõ một khu vực nhỏ của drawing.,drawing = bản vẽ
448,Surface,Roughness,Intermediate,Ra là tham số gì?,Độ nhám bề mặt,Độ cứng,Đường kính,Position,A,Ra là tham số phổ biến mô tả surface roughness.,roughness = độ nhám
449,Surface,Treatment,Intermediate,Anodizing nhôm chủ yếu tạo gì?,Lớp oxide trên bề mặt,Lớp thép,Lớp ren,Lớp nhựa,A,Anodizing tạo lớp oxide bảo vệ/bề mặt theo quy trình.,anodizing = anod hóa
450,Surface,Treatment,Intermediate,Passivation thường áp dụng cho vật liệu nào?,Thép không gỉ,Chỉ nhôm,Chỉ nhựa,Độ nhám bề mặt,A,Passivation thường dùng cho stainless steel để cải thiện khả năng chống ăn mòn.,passivation = thụ động hóa
451,Process,Machining,Intermediate,Deburring là gì?,Loại bỏ ba via,Tăng độ nhám,Tạo ren,Đổi vật liệu,A,Deburring là công đoạn loại bỏ burr sau gia công.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
452,Process,Heat Treatment,Intermediate,Heat treatment là gì?,Xử lý nhiệt để thay đổi tính chất vật liệu,Sơn,Đo kích thước,Tốc độ cắt và lượng chạy dao,A,Heat treatment dùng chu trình nhiệt để thay đổi cơ tính/cấu trúc.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
453,Process,Machining,Intermediate,Milling là gì?,Gia công phay,Gia công tiện,Đo CMM,Xử lý nhiệt,A,Milling dùng dao phay quay để cắt vật liệu.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
454,Process,Machining,Intermediate,Turning là gì?,Gia công tiện,Gia công phay,Đo độ nhám,Anodizing,A,Turning thường quay phôi và dùng dao tiện.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
455,Process,Machining,Intermediate,Drilling là gì?,Khoan lỗ,Phay mặt,Đo profile,Đánh bóng,A,Drilling là quá trình tạo lỗ bằng mũi khoan.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
456,GD&T,Scenario,Advanced,"Hole Ø10.00–10.10, position Ø0.05(M), actual Ø10.08. Bonus tolerance?",0.00,0.08,0.05,0.13,B,Bonus = 10.08 − 10.00 = 0.08.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
457,GD&T,Scenario,Advanced,"Cùng hole trên, total position tolerance khả dụng?",0.05,0.08,0.13,0.03,C,Total = 0.05 + 0.08 = 0.13.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
458,GD&T,Scenario,Advanced,"Hole Ø10.00–10.20, position Ø0.10(M), actual Ø10.15. Bonus?",0.05,0.10,0.15,0.20,C,Bonus = 10.15 − 10.00 = 0.15.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
459,Tolerance,Scenario,Intermediate,"Hole min 10.02, shaft max 9.98. Minimum clearance?",0.02,0.04,0.06,0.00,B,10.02 − 9.98 = 0.04.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
460,Tolerance,Scenario,Intermediate,"Hole max 10.08, shaft min 9.96. Maximum clearance?",0.08,0.12,0.14,0.04,B,10.08 − 9.96 = 0.12.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
461,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Lower limit?,24.98,25.02,25.00,0.06,A,25.00 − 0.02 = 24.98.,limit = giới hạn kích thước
462,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Total tolerance?,0.02,0.04,0.06,0.08,C,0.04 − (−0.02) = 0.06.,tolerance = dung sai kích thước
463,GD&T,Scenario,Advanced,Position Ø0.20(RFS): feature size thay đổi thì tolerance hình học thế nào?,Tăng tự động,Giảm tự động,Không đổi,Về 0,C,RFS không tạo bonus tolerance theo size.,feature = đặc tính hình học
464,GD&T,Scenario,Intermediate,Flatness 0.10: toàn bộ surface nằm giữa hai mặt phẳng song song cách 0.10. Kết luận?,Đạt yêu cầu flatness,Chắc chắn fail,Cần datum A,Chỉ đạt nếu Ra <0.10,A,Đây là vùng dung sai flatness.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
465,MBD,Scenario,Advanced,Customer cung cấp 3D PDF + STEP. STEP và 3D PDF nên được quản lý thế nào?,Theo authority/master và revision; derivative tách riêng,Gộp thành một file,Xóa STEP,Sửa trực tiếp master,A,"Cần duy trì nguồn gốc, revision và phân biệt master/derivative.",MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
466,MBD,Scenario,Advanced,Customer MBD thiếu section cần cho inspection. Nên làm gì?,Xác nhận yêu cầu hoặc tạo derivative view có kiểm soát,PMI và datum,Tự đoán,Bỏ qua,A,Không tự suy diễn authority customer.,MBD = định nghĩa dựa trên model
467,MBD,Scenario,Advanced,Derivative model đổi inch sang mm. Điều nào quan trọng nhất?,Conversion + verification + traceability,Chỉ đổi tên file,PMI và datum,Không cần review,A,Chuyển đổi phải được kiểm soát và xác minh.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
468,Inspection,Scenario,Intermediate,CMM đo position nhưng datum A-B-C chưa được thiết lập đúng. Kết quả có đáng tin không?,"Không, phải thiết lập datum reference đúng","Có, luôn đúng",Chỉ phụ thuộc CMM,Chỉ phụ thuộc operator,A,Datum reference frame là cơ sở của phép đánh giá GD&T.,GD&T = dung sai hình học; datum = chuẩn
469,CNC,Scenario,Intermediate,Drawing yêu cầu Ø10 H7 nhưng process tạo lỗ bằng reamer. Việc cần kiểm soát là gì?,Tool/process capability và kết quả kích thước,Tốc độ cắt và lượng chạy dao,Chỉ tên máy,Không cần đo,A,Process phải có khả năng đáp ứng size tolerance và cần kiểm tra.,tolerance = dung sai kích thước
470,Drawing,Scenario,Intermediate,Drawing revision tăng từ Rev.02 lên Rev.03. Cần làm gì với bản Rev.02?,"Kiểm soát status/OLD theo quy trình, không ghi đè",Xóa ngay,Dùng song song không kiểm soát,Đổi tên thành Rev.03,A,Revision cũ cần được kiểm soát để tránh dùng nhầm.,drawing = bản vẽ; revision = phiên bản
471,Surface,Scenario,Intermediate,Hai lot anodizing có màu khác nhau. Điều tra nên xem gì?,"Material, surface condition và process parameters",Độ nhám bề mặt,Chỉ CMM,Lớp phủ bề mặt,A,"Màu anodizing chịu ảnh hưởng bởi vật liệu, bề mặt và điều kiện xử lý.",anodizing = anod hóa
