no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
89,C. Dung sai kích thước,Tolerance,Intermediate,"Khi một kích thước có giới hạn min/max rõ ràng, giá trị đúng bằng giới hạn có được chấp nhận không?","Thông thường có, nếu tiêu chuẩn không quy định khác",Kích thước danh nghĩa,Giới hạn trên của kích thước,Giới hạn dưới của kích thước,A,Giá trị tại limit nằm trong vùng giới hạn.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
90,C. Dung sai kích thước,Tolerance,Intermediate,Nominal size là gì?,Kích thước danh nghĩa dùng làm cơ sở gọi tên/kích thước,Kích thước đo nhỏ nhất,Kích thước đo lớn nhất,Độ nhám,A,Nominal là kích thước danh nghĩa.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
91,C. Dung sai kích thước,Tolerance,Intermediate,Actual size là gì?,Kích thước thực tế được xác định bằng đo/đánh giá,Kích thước danh nghĩa,Dung sai tổng,Basic dimension,A,Actual size là giá trị thực tế của đặc tính.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
92,C. Dung sai kích thước,Tolerance,Intermediate,Upper deviation là gì?,Sai lệch của giới hạn trên so với kích thước cơ sở,Sai lệch giới hạn dưới,Độ nhám,Độ tròn,A,Upper deviation = upper limit - basic/nominal theo hệ quy định.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
93,C. Dung sai kích thước,Tolerance,Intermediate,Lower deviation là gì?,Sai lệch của giới hạn dưới so với kích thước cơ sở,Độ cứng,Độ phẳng,Độ nhám,A,Lower deviation = lower limit - basic/nominal.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
94,C. Dung sai kích thước,Tolerance,Intermediate,"Khi thay đổi tolerance của một kích thước chức năng, điều gì cần xem xét?","Stack-up, chức năng, khả năng gia công và đo kiểm",Kích thước danh nghĩa,Giới hạn trên của kích thước,Chỉ người thiết kế,A,Dung sai là một phần của thiết kế chức năng và sản xuất.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
95,C. Dung sai kích thước,Tolerance,Intermediate,"Nếu 2 lỗ dùng để lắp pin, chỉ kiểm tra đường kính có thể chưa đủ vì sao?",Vị trí tương đối của lỗ cũng ảnh hưởng lắp ráp,Đường kính không quan trọng,Pin không cần lỗ,Chỉ cần đo Ra,A,Vị trí lỗ là đặc tính chức năng quan trọng.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
96,D. GD&T,Fundamentals,Intermediate,GD&T là viết tắt của gì?,Geometric Dimensioning and Tolerancing,General Drawing Data Table,Geometric Data Transfer,Global Design Test,A,GD&T = Geometric Dimensioning and Tolerancing.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
97,D. GD&T,Fundamentals,Intermediate,Mục đích chính của GD&T là gì?,Kiểm soát hình học và chức năng bằng hệ thống dung sai tiêu chuẩn,Chỉ làm bản vẽ đẹp,Kiểm soát vị trí tương đối của feature,Thay CNC,A,GD&T mô tả chính xác yêu cầu hình học và quan hệ giữa các đặc tính.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
98,D. GD&T,Form,Intermediate,Flatness kiểm soát gì?,Độ phẳng của một bề mặt,Vị trí lỗ,Góc giữa hai mặt,Độ đồng tâm,A,Flatness là dung sai form của một bề mặt.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
99,D. GD&T,Form,Intermediate,Flatness có cần datum không?,Không,Kiểm soát vị trí tương đối của feature,Kiểm soát hướng của feature so với datum,Kiểm soát hình dạng của feature,A,Flatness là form control nên không tham chiếu datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
100,D. GD&T,Form,Intermediate,Straightness của một đường/axis kiểm soát gì?,Độ thẳng của đường/đường tâm theo cách áp dụng,Độ nhám,Vật liệu,Revision,A,Straightness kiểm soát độ thẳng.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
101,D. GD&T,Form,Intermediate,Cylindricity kiểm soát gì?,Hình dạng toàn bộ bề mặt trụ,Chỉ vị trí trục,Chỉ góc,Kiểm soát vị trí tương đối của feature,A,Cylindricity là form control cho bề mặt trụ.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
102,D. GD&T,Form,Intermediate,Circularity kiểm soát gì?,Độ tròn của từng tiết diện tròn,Vị trí lỗ,Độ song song,Độ vuông góc,A,Circularity đánh giá từng profile tròn.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
103,D. GD&T,Orientation,Intermediate,Perpendicularity kiểm soát gì?,Quan hệ vuông góc với datum khi datum được tham chiếu,Độ phẳng tuyệt đối,Đường kính,Độ nhám,A,Perpendicularity là orientation control.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
104,D. GD&T,Orientation,Intermediate,Parallelism kiểm soát gì?,Quan hệ song song với datum khi datum được tham chiếu,Vị trí lỗ,Độ cứng,Bước ren,A,Parallelism là orientation control.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
105,D. GD&T,Orientation,Intermediate,Angularity kiểm soát gì?,Hướng của feature theo góc lý thuyết xác định,Đường kính,Độ nhám,Độ tròn,A,Angularity kiểm soát orientation theo góc cơ bản.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
106,D. GD&T,Location,Intermediate,Position thường dùng để kiểm soát gì?,Vị trí của feature of size,Độ nhám,Độ cứng,Màu,A,Position rất phổ biến để kiểm soát vị trí lỗ/trục.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
107,D. GD&T,Location,Intermediate,Position tolerance zone cho một lỗ thường có dạng gì khi áp dụng diametrical symbol?,Vùng trụ,Vùng hình cầu,Vùng phẳng,Vùng côn,A,Position thường tạo cylindrical tolerance zone cho axis/center plane tùy đặc tính.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
108,D. GD&T,Profile,Intermediate,Profile of a surface kiểm soát gì?,Toàn bộ biên dạng bề mặt trong vùng dung sai,Chỉ đường kính,Chỉ datum,Kiểm soát vị trí tương đối của feature,A,Profile of surface kiểm soát hình dạng bề mặt.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
109,D. GD&T,Profile,Intermediate,Profile of a line kiểm soát gì?,Biên dạng của từng tiết diện đường,Độ cứng,Vị trí datum,Mã revision,A,Profile of a line áp dụng cho line element/tiết diện.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
110,D. GD&T,Runout,Intermediate,Circular runout kiểm soát gì?,Độ biến thiên tại từng tiết diện khi quay quanh datum axis,Toàn bộ bề mặt đồng thời,Độ phẳng,Độ nhám,A,Circular runout kiểm soát từng tiết diện trong quá trình quay.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
111,D. GD&T,Runout,Intermediate,Total runout khác circular runout ở điểm nào?,Kiểm soát toàn bộ bề mặt khi quay,Chỉ kiểm tra một tiết diện,Không cần datum,Chỉ kiểm tra màu,A,Total runout đánh giá toàn bộ bề mặt liên quan.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
112,D. GD&T,Datum,Intermediate,Datum feature là gì?,Đặc tính vật lý được chọn làm cơ sở thiết lập datum,Một con số dung sai,Revision,Vật liệu,A,Datum feature là feature vật lý được dùng để thiết lập datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
113,D. GD&T,Datum,Intermediate,Datum là gì?,Tham chiếu hình học lý thuyết được thiết lập từ datum feature,Một dụng cụ đo,Một loại vật liệu,Một revision,A,Datum là tham chiếu lý thuyết.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
114,D. GD&T,Datum,Intermediate,Datum reference frame dùng để làm gì?,Thiết lập hệ tham chiếu để định hướng/định vị chi tiết,Tính độ nhám,Đổi đơn vị,Chọn dao,A,DRF là hệ tham chiếu cho các yêu cầu GD&T.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
115,D. GD&T,Datum sequence,Intermediate,Primary datum có vai trò gì?,Thiết lập ràng buộc đầu tiên và loại bỏ nhiều bậc tự do nhất theo simulator,Chỉ xác định màu,Chỉ đo đường kính,Không có vai trò,A,Primary datum thiết lập nền tảng đầu tiên của DRF.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
116,D. GD&T,Datum sequence,Intermediate,Secondary datum được dùng để làm gì?,Bổ sung ràng buộc sau primary,Kiểm soát vị trí tương đối của feature,Xác định revision,Chỉ đo Ra,A,Secondary tiếp tục định hướng/định vị sau primary.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
117,D. GD&T,Datum sequence,Intermediate,Tertiary datum thường hoàn thiện điều gì?,Các bậc tự do còn lại cần thiết,Màu sắc,Độ cứng,Tốc độ cắt,A,Tertiary thường hoàn thiện việc định vị.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
118,D. GD&T,Degrees freedom,Intermediate,Một vật thể cứng trong không gian có bao nhiêu bậc tự do?,3,4,6,9,C,3 tịnh tiến + 3 quay = 6.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
119,D. GD&T,3-2-1,Intermediate,Nguyên lý 3-2-1 thường dùng để minh họa điều gì?,Thiết lập/định vị chi tiết bằng các điểm tiếp xúc theo datum,Tính độ nhám,Tính tốc độ cắt,Chọn vật liệu,A,3-2-1 minh họa cách khống chế 6 bậc tự do.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
120,D. GD&T,MMC,Intermediate,MMC của một lỗ thường là kích thước nào?,Kích thước nhỏ nhất của lỗ,Kích thước lớn nhất của lỗ,Kích thước danh nghĩa luôn,Kích thước trung bình,A,"Với lỗ, vật liệu nhiều nhất tương ứng với đường kính nhỏ nhất.",datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
121,D. GD&T,MMC,Intermediate,MMC của một trục thường là kích thước nào?,Kích thước lớn nhất của trục,Kích thước nhỏ nhất,Kích thước trung bình,Không xác định,A,"Với trục, MMC tương ứng với đường kính lớn nhất.",datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
122,D. GD&T,LMC,Intermediate,LMC của một lỗ thường là gì?,Kích thước lớn nhất của lỗ,Kích thước nhỏ nhất,Nominal,Basic dimension,A,LMC của lỗ là kích thước lớn nhất vì vật liệu ít nhất.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
123,D. GD&T,LMC,Intermediate,LMC của một trục thường là gì?,Kích thước nhỏ nhất của trục,Kích thước lớn nhất,Nominal,Ra,A,LMC của trục là đường kính nhỏ nhất.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
124,D. GD&T,RFS,Intermediate,RFS nghĩa là gì?,Regardless of Feature Size,Reference Feature System,Radius Feature Size,Runout Feature Standard,A,RFS = Regardless of Feature Size.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
125,D. GD&T,MMC modifier,Intermediate,Ký hiệu M sau tolerance nghĩa gì?,Dung sai áp dụng tại MMC và cho phép bonus tolerance khi feature rời MMC theo điều kiện phù hợp,Kiểm soát vị trí tương đối của feature,Không có tolerance,Độ nhám,A,MMC modifier tạo khả năng bonus tolerance.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
126,D. GD&T,Bonus,Advanced,"Một lỗ có MMC Ø10.00 và actual Ø10.06, position tolerance Ø0.10(M). Bonus tolerance là?",0,0.03,0.06,0.10,C,Bonus = actual size - MMC size = 10.06-10.00=0.06.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
127,D. GD&T,Bonus,Advanced,"Với ví dụ lỗ Ø10.00 MMC, actual Ø10.06 và position Ø0.10(M), total position tolerance tại actual size là?",0.10,0.16,0.06,0.04,B,Total = stated 0.10 + bonus 0.06 = 0.16.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
128,D. GD&T,Bonus,Advanced,"Nếu lỗ đạt đúng MMC trong ví dụ trên, bonus tolerance là?",0,0.06,0.10,0.16,A,Tại MMC không có bonus tolerance.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
129,D. GD&T,Bonus,Advanced,"Bonus tolerance của một trục Ø10 MMC, actual Ø9.96 là?",0.04,0,0.06,0.10,A,"Với trục, rời MMC theo hướng giảm đường kính: 10.00-9.96=0.04.",datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
130,D. GD&T,Virtual condition,Advanced,"Với feature ngoài có MMC và dung sai hình học tại MMC, virtual condition thường liên quan đến gì?",Boundary cố định bảo vệ chức năng lắp ráp,Độ nhám,Màu,Revision,A,Virtual condition là boundary chức năng quan trọng trong kiểm tra lắp.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
131,D. GD&T,Virtual condition,Advanced,"Với lỗ Ø10.00 MMC và position Ø0.10(M), virtual condition theo cách tính cơ bản là?",Ø9.90,Ø10.10,Ø10.00,Ø9.80,A,"Đối với internal feature, VC = MMC size - geometric tolerance = 9.90.",datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
132,D. GD&T,Position,Intermediate,Position Ø0.20 ở RFS cho một lỗ có ý nghĩa cơ bản nào?,Axis của lỗ phải nằm trong vùng trụ Ø0.20 quanh vị trí lý thuyết,Đường kính lỗ phải 0.20,Độ phẳng 0.20,Độ nhám 0.20,A,Position tolerance tạo vùng trụ quanh true position.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
133,D. GD&T,Position,Intermediate,True position là gì?,Vị trí lý thuyết chính xác của feature,Vị trí đo được,Dung sai,Datum feature,A,True position là vị trí lý thuyết được xác định bởi basic dimensions.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
